A,B,C,D,E,F,G,H,I,J,K
2021-05-07 00:00:00,4225.25,4196.5,4232.25,4191.75,788470.0,0.74,468.0,,32.77871078,4.531757576
2021-05-10 00:00:00,4183.5,4226.5,4238.0,4172.0,929360.0,-0.99,469.0,,33.0130397,4.56415427
2021-05-11 00:00:00,4146.25,4177.0,4185.5,4103.75,1590000.0,-0.89,470.0,,32.62639698,4.510699725
2021-05-12 00:00:00,4058.75,4140.25,4150.25,4051.0,1630000.0,-2.11,471.0,,32.33934405,4.471013774
2021-05-13 00:00:00,4107.0,4053.75,4126.75,4029.25,1390000.0,1.19,472.0,,31.66369565,4.377603306
2021-05-14 00:00:00,4169.0,4112.25,4178.25,4104.75,741720.0,1.51,473.0,,32.12063705,4.44077686
2021-05-17 00:00:00,4157.75,4169.25,4178.75,4136.5,840520.0,-0.27,474.0,,32.565862,4.502330579
2021-05-18 00:00:00,4123.0,4159.5,4179.5,4111.75,754370.0,-0.84,475.0,,32.4897051,4.491801653
2021-05-19 00:00:00,4111.5,4114.25,4123.0,4055.75,1330000.0,-0.28,476.0,,32.13625898,4.442936639
2021-05-20 00:00:00,4154.25,4108.0,4169.0,4084.5,866590.0,1.04,477.0,,32.08744045,4.436187328
2021-05-21 00:00:00,4151.75,4152.75,4185.0,4147.0,905340.0,-0.06,478.0,,32.4369811,4.484512397
2021-05-24 00:00:00,4193.75,4151.25,4206.25,4142.5,565610.0,1.01,479.0,,32.42526465,4.482892562
2021-05-25 00:00:00,4185.5,4199.5,4212.75,4179.25,750390.0,-0.2,480.0,,32.80214367,4.534997245
2021-05-26 00:00:00,4193.0,4188.25,4204.5,4180.5,613010.0,0.18,481.0,,32.71427032,4.522848485
2021-05-27 00:00:00,4199.0,4193.25,4211.5,4177.75,631350.0,0.14,482.0,,32.75332514,4.528247934
2021-05-28 00:00:00,4202.5,4211.5,4217.75,4201.0,525230.0,0.08,483.0,,32.89587524,4.547955923
2021-06-01 00:00:00,4198.5,4206.5,4230.0,4189.75,807350.0,-0.1,484.0,,32.85682042,4.54163737
2021-06-02 00:00:00,4206.25,4198.25,4215.0,4190.75,660610.0,0.18,485.0,,32.79237996,4.532730082
2021-06-03 00:00:00,4191.25,4207.5,4213.5,4165.0,872100.0,-0.36,486.0,,32.86463138,4.542717042
2021-06-04 00:00:00,4228.25,4191.0,4232.0,4177.0,571090.0,0.88,487.0,,32.73575047,4.524902465
2021-06-07 00:00:00,4225.5,4232.0,4234.5,4214.0,598200.0,-0.07,488.0,,33.056,4.569168989
2021-06-08 00:00:00,4225.75,4227.5,4236.75,4206.0,752120.0,0.01,489.0,,33.02085066,4.564310468
2021-06-09 00:00:00,4218.5,4225.75,4235.5,4217.0,561990.0,-0.17,490.0,,33.00718147,4.562421043
2021-06-10 00:00:00,4238.0,4222.25,4249.0,4207.0,737330.0,0.46,491.0,,32.9798431,4.558642194
2021-06-11 00:00:00,4245.75,4240.0,4247.75,4230.75,147390.0,0.18,492.0,,33.11848771,4.577806359
2021-06-14 00:00:00,4254.75,4246.5,4257.5,4233.5,82900.0,0.21,493.0,,33.16925898,4.584824223
2021-06-15 00:00:00,4246.5,4255.25,4267.5,4238.0,61520.0,-0.19,494.0,,33.23760491,4.594271347
2021-06-16 00:00:00,4223.0,4248.0,4251.25,4200.75,69820.0,-0.55,495.0,,33.18097543,4.58644373
2021-06-17 00:00:00,4222.25,4214.25,4232.5,4192.75,74670.0,-0.02,496.0,,32.91735539,4.550004823
2021-06-18 00:00:00,4187.25,4222.75,4231.5,4183.75,5070.0,-0.83,497.0,,32.98374858,4.559182029
2021-06-21 00:00:00,4213.75,4142.5,4219.75,4126.5,724710.0,0.63,498.0,,32.35691871,4.472538407
2021-06-22 00:00:00,4236.25,4219.0,4245.25,4205.75,524090.0,0.53,499.0,,32.95445747,4.555133262
2021-06-23 00:00:00,4231.5,4237.75,4248.25,4230.5,431530.0,-0.11,500.0,,33.10091304,4.575377099
2021-06-24 00:00:00,4256.0,4233.75,4263.25,4232.0,412380.0,0.58,501.0,,33.06966919,4.571058414
2021-06-25 00:00:00,4271.25,4262.25,4276.75,4253.5,388420.0,0.36,502.0,,33.29228166,4.601829046
2021-06-28 00:00:00,4280.5,4275.0,4282.0,4264.25,439460.0,0.22,503.0,,33.39187146,4.615594855
2022-06-29 00:00:00,4282.0,4281.25,4291.0,4271.5,448500.0,0.0,504.0,0.0,33.44068998,4.622342801
